"123";"COLOR_EXCHANGE";"Replaces image pixels of a given color with pixels of a new color.";"18";"COLOR_EXCHANGE.html";"2320"
"124";"COLOR_QUAN";"Converts true-color (24-bit) image to pseudo-color (8-bit) image.";"18";"COLOR_QUAN.html";"9942"
"125";"COLOR_RANGE_MAP";"Maps all the pixels of an image to another set of pixels.";"18";"COLOR_RANGE_MAP.html";"2468"
"126";"COMFIT";"Fits paired data using one of six common filtering functions.";"47";"COMFIT.html";"11752"
"127";"COMMAND_LINE_ARGS";"Returns string values supplied when the user starts IDL with the -arg or -args command line options.";"76";"COMMAND_LINE_ARGS.html";"7019"
"128";"COMMON";"Creates a common block.";"80";"COMMON.html";"12796"
"129";"COMPILE_OPT";"Change default rules for compiling routines.";"76";"COMPILE_OPT.html";"52910"
"130";"COMPLEX";"Converts argument to complex type.";"45";"COMPLEX.html";"13192"
"131";"COMPLEXARR";"Creates a complex, single-precision, floating-point vector or array.";"10";"COMPLEXARR.html";"6094"
"132";"COMPLEXROUND";"Rounds a complex array.";"55";"COMPLEXROUND.html";"4487"
"133";"COMPUTE_MESH_NORMALS";"Computes normal vectors for a set of polygons described by the input array.";"11";"COMPUTE_MESH_NORMALS.html";"3445"
"134";"COND";"Computes the condition number of a square matrix.";"53";"COND.html";"4099"
"135";"CONGRID";"Resamples an image to any dimensions.";"29";"CONGRID.html";"23430"
"136";"CONJ";"Returns the complex conjugate of X.";"45";"CONJ.html";"7616"
"137";"CONSTRAINED_MIN";"Minimizes a function using Generalized Reduced Gradient Method.";"58";"CONSTRAINED_MIN.html";"6845"
"138";"CONTINUE";"Starts the next iteration of the enclosing FOR, WHILE, or REPEAT loop.";"83";"CONTINUE.html";"14980"
"139";"CONTOUR";"Draws a two-dimensional contour plot for a 2D array of data.";"27";"CONTOUR.html";"36113"
"140";"CONTOUR Procedure";"Draws a contour plot. (Direct Graphics)";"22";"CONTOUR_Procedure.html";"101468"
"141";"CONVERT_COORD";"Transforms coordinates to and from the coordinate systems supported by IDL.(Direct Graphics)";"11";"CONVERT_COORD.html";"8407"
"142";"CONVOL";"Convolves two vectors or arrays.";"8";"CONVOL.html";"20353"
"143";"CONVOL_FFT";"Computes the convolution of an image using a product of Fourier transforms for speed.";"8";"CONVOL_FFT.html";"8772"
"144";"COORD2TO3";"Returns 3D data coordinates given normalized screen coordinates.";"11";"COORD2TO3.html";"3032"
"145";"COPY_LUN";"Copies data between two open files.";"40";"COPY_LUN.html";"4157"
"146";"CORRELATE";"Computes the linear Pearson correlation.";"8";"CORRELATE.html";"23171"
"147";"COS";"Returns the cosine of X.";"65";"COS.html";"12813"
"148";"COSH";"Returns the hyperbolic cosine of X.";"65";"COSH.html";"6647"
"149";"CPU";"Changes the values stored in the read-only !CPU system variable.";"76";"CPU.html";"6292"
"150";"CRAMER";"Solves system of linear equations using Cramer's rule.";"53";"CRAMER.html";"9062"
"151";"CREATE_CURSOR";"Creates an image array from a string array that represents a 16 by 16 cursor.";"76";"CREATE_CURSOR.html";"3679"
"152";"CREATE_STRUCT";"Creates a structure given pairs of tag names and values.";"76";"CREATE_STRUCT.html";"16302"
"153";"CREATE_VIEW Procedure";"Sets the various system variables required to define a coordinate system and a 3-D view.";"22";"CREATE_VIEW_Procedure.html";"3181"
"154";"CROSSP";"Sets up 3D transformations.";"11";"CROSSP.html";"7323"
"155";"CRVLENGTH";"Computes the length of a curve.";"47";"CRVLENGTH.html";"3623"
"156";"CTI_TEST";"Performs chi-square goodness-of-fit test.";"51";"CTI_TEST.html";"4260"
"157";"CT_LUMINANCE";"Calculates the luminance of colors.";"18";"CT_LUMINANCE.html";"4247"
"159";"CURSOR Procedure";"Reads position of the interactive graphics cursor.";"22";"CURSOR_Procedure.html";"13327"
"160";"CURVEFIT";"Fits multivariate data with a user-supplied function.";"47";"CURVEFIT.html";"32610"
"161";"CVTTOBM";"Creates a bitmap byte array for a button label.";"22";"CVTTOBM.html";"3742"
"162";"CV_COORD";"Converts 2D and 3D coordinates between coordinate systems.";"11";"CV_COORD.html";"8051"
"163";"CW_ANIMATE";"Creates a compound widget for animation. (Direct Graphics)";"92";"CW_ANIMATE.html";"3445"
"164";"CW_ANIMATE_GETP";"Gets pixmap window IDs used by CW_ANIMATE. (Direct Graphics)";"92";"CW_ANIMATE_GETP.html";"2877"
"165";"CW_ANIMATE_LOAD";"Loads images into CW_ANIMATE. (Direct Graphics)";"92";"CW_ANIMATE_LOAD.html";"2846"
"166";"CW_ANIMATE_RUN";"Displays images loaded into CW_ANIMATE. (Direct Graphics)";"92";"CW_ANIMATE_RUN.html";"2710"
"167";"CW_ARCBALL";"Creates compound widget for intuitively specifying 3D orientations.";"92";"CW_ARCBALL.html";"2701"
"168";"CW_BGROUP";"Creates button group for use as a menu.";"92";"CW_BGROUP.html";"5116"
"169";"CW_CLR_INDEX";"Creates compound widget for the selection of a color index.";"92";"CW_CLR_INDEX.html";"2500"
"170";"CW_COLORSEL";"Creates compound widget that displays all colors in current colormap.";"92";"CW_COLORSEL.html";"2657"
"171";"CW_DEFROI";"Creates compound widget used to define region of interest. (Direct Graphics)";"92";"CW_DEFROI.html";"3333"
"172";"CW_FIELD";"Creates a widget data entry field.";"92";"CW_FIELD.html";"11282"
"173";"CW_FILESEL";"Creates compound widget for file selection.";"92";"CW_FILESEL.html";"3141"
"174";"CW_FORM";"Creates compound widget for creating forms.";"92";"CW_FORM.html";"3310"
"175";"CW_FSLIDER";"Creates slider that selects floating-point values.";"92";"CW_FSLIDER.html";"3372"
"176";"CW_LIGHT_EDITOR";"Creates compound widget to edit properties of existing IDLgrLight objects in a view.";"92";"CW_LIGHT_EDITOR.html";"2706"
"177";"CW_LIGHT_EDITOR_GET";"Gets the CW_LIGHT_EDITOR properties.";"92";"CW_LIGHT_EDITOR_GET.html";"2885"
"178";"CW_LIGHT_EDITOR_SET";"Sets the CW_LIGHT_EDITOR properties.";"92";"CW_LIGHT_EDITOR_SET.html";"2523"
"179";"CW_ORIENT";"Creates compound widget used to interactively adjust the 3D drawing transformation. (Direct Graphics)";"92";"CW_ORIENT.html";"2551"
"180";"CW_PALETTE_EDITOR";"Creates compound widget to display and edit color palettes.";"18";"CW_PALETTE_EDITOR.html";"3904"
"181";"CW_PALETTE_EDITOR_GET";"Gets CW_PALETTE_EDITOR properties.";"18";"CW_PALETTE_EDITOR_GET.html";"3169"
"182";"CW_PALETTE_EDITOR_SET";"Sets CW_PALETTE_EDITOR properties.";"18";"CW_PALETTE_EDITOR_SET.html";"3071"
"183";"CW_PDMENU";"Creates widget pulldown menus.";"92";"CW_PDMENU.html";"4126"
"184";"CW_RGBSLIDER";"Creates compound widget with sliders for adjusting RGB color values.";"92";"CW_RGBSLIDER.html";"2554"
"185";"CW_TMPL";"Template for compound widgets that use XMANAGER.";"92";"CW_TMPL.html";"2834"
"186";"CW_ZOOM";"Creates widget for displaying zoomed images. (Direct Graphics)";"92";"CW_ZOOM.html";"3822"
"187";"C_CORRELATE";"Computes cross correlation.";"8";"C_CORRELATE.html";"14615"
"188";"C Routines";;"1";"C_list.html";"3727"
"189";"Command-line Options for IDL Startup";;"1";"Command_Line_Options_for.html";"25166"
"190";"DBLARR";"Creates a double-precision array.";"10";"DBLARR.html";"14695"
"192";"DCINDGEN";"Returns a double-precision, complex array with each element set to its subscript.";"10";"DCINDGEN.html";"4429"
"193";"DCOMPLEX";"Converts argument to double-precision complex type.";"45";"DCOMPLEX.html";"5831"
"194";"DCOMPLEXARR";"Creates a complex, double-precision vector or array.";"10";"DCOMPLEXARR.html";"4631"
"195";"DEFINE_KEY";"Programs keyboard function keys.";"76";"DEFINE_KEY.html";"8284"
"196";"DEFINE_MSGBLK";"Defines and loads a new message block into the current IDL session.";"76";"DEFINE_MSGBLK.html";"3848"
"197";"DEFINE_MSGBLK_FROM_FILE";"Reads the definition of a message block from a file, and loads it into the current IDL session.";"76";"DEFINE_MSGBLK_FROM_FILE.html";"3784"
"198";"DEFROI";"Defines an irregular region of interest of an image using the image display system and the cursor and mouse.";"22";"DEFROI.html";"5486"
"199";"DEFSYSV";"Creates a new system variable.";"76";"DEFSYSV.html";"6408"
"200";"DELVAR";"Deletes variables from the main IDL program level.";"76";"DELVAR.html";"8850"
"201";"DENDROGRAM";"Constructs a dendrogram and returns a set of vertices and connectivity that can be used to visualize the dendrite plot if given a hierarchical tree cluster, as created by CLUSTER_TREE.";"56";"DENDROGRAM.html";"4507"
"202";"DENDRO_PLOT Procedure";"Draws a two-dimensional dendrite plot.";"56";"DENDRO_PLOT_Procedure.html";"5014"
"203";"DERIV";"Performs differentiation using 3-point Langrangian interpolation.";"48";"DERIV.html";"16874"
"204";"DERIVSIG";"Computes standard deviation of derivative found by DERIV.";"48";"DERIVSIG.html";"4786"
"205";"DETERM";"Computes the determinant of a square matrix.";"53";"DETERM.html";"5502"
"206";"DEVICE Procedure";"Provides device-dependent control over the current graphics device.";"22";"DEVICE_Procedure.html";"48980"
"207";"DFPMIN";"Minimizes a function using Davidon-Fletcher-Powell method.";"58";"DFPMIN.html";"5366"
"208";"DIAG_MATRIX";"Constructs a diagonal matrix from an input vector, or if given a matrix, then extracts a diagonal vector.";"55";"DIAG_MATRIX.html";"7293"
"210";"DIALOG_MESSAGE";"Creates modal message dialog.";"21";"DIALOG_MESSAGE.html";"8418"
"211";"DIALOG_PICKFILE";"Creates native file-selection dialog.";"21";"DIALOG_PICKFILE.html";"20896"
"212";"DIALOG_PRINTERSETUP";"Opens native dialog used to set properties for a printer.";"21";"DIALOG_PRINTERSETUP.html";"3062"
"213";"DIALOG_PRINTJOB";"Opens native dialog used to set parameters for a print job.";"21";"DIALOG_PRINTJOB.html";"3257"
"214";"DIALOG_READ_IMAGE";"Presents GUI for reading image files.";"21";"DIALOG_READ_IMAGE.html";"4225"
"215";"DIALOG_WRITE_IMAGE";"Presents GUI for writing image files.";"21";"DIALOG_WRITE_IMAGE.html";"4077"
"216";"DIGITAL_FILTER";"Calculates coefficients of a non-recursive, digital filter.";"8";"DIGITAL_FILTER.html";"8664"
"217";"DILATE";"Implements morphologic dilation operator on binary and grayscale images.";"29";"DILATE.html";"13028"
"218";"DINDGEN";"Returns a double-precision array with each element set to its subscript.";"10";"DINDGEN.html";"10203"
"219";"DISSOLVE";"Provides a digital 'dissolve' effect for images.";"29";"DISSOLVE.html";"30694"
"220";"DIST";"Creates array with each element proportional to its frequency.";"55";"DIST.html";"10903"
"221";"DISTANCE_MEASURE";"Computes the pairwise distance between a set of items or observations.";"56";"DISTANCE_MEASURE.html";"5762"
"222";"DLM_LOAD";"Explicitly causes a DLM to be loaded.";"25";"DLM_LOAD.html";"6751"
"223";"DLM_REGISTER";"Registers a Dynamically Loadable Module (DLM) in IDL.";"25";"DLM_REGISTER.html";"4030"
"224";"DOC_LIBRARY";"Extracts documentation headers from IDL programs.";"28";"DOC_LIBRARY.html";"4702"
"225";"DOUBLE";"Converts argument to double-precision type.";"89";"DOUBLE.html";"17512"
"226";"DRAW_ROI Procedure";"Draws a region or group of regions to the current Direct Graphics device.";"22";"DRAW_ROI_Procedure.html";"5370"
"227";"D Routines";;"1";"D_list.html";"3315"
"228";".COMPILE";"Compiles programs without running.";"24";"_COMPILE.html";"15321"
"229";".CONTINUE";"Continues execution of a stopped program.";"24";"_CONTINUE.html";"6359"
"230";".EDIT";"Opens files in editor windows of the IDL Workbench.";"24";"_EDIT.html";"3365"
"231";".FULL_RESET_SESSION";"Does everything .RESET_SESSION does, plus additional reset tasks such as unloading sharable libraries.";"24";"_FULL_RESET_SESSION.html";"4738"
"232";".GO";"Executes a previously compiled $MAIN$ program.";"24";"_GO.html";"4095"
"233";".OUT";"Continues execution until the current routine returns.";"24";"_OUT.html";"3681"
"234";".RESET_SESSION";"Resets much of the state of an IDL session without requiring the user to exit and restart the IDL session.";"24";"_RESET_SESSION.html";"8252"
"235";".RETURN";"Continues execution until RETURN statement.";"24";"_RETURN.html";"3697"
"236";".RNEW";"Erases $MAIN$ program variables and then executes .RUN.";"24";"_RNEW.html";"4392"
"237";".RUN";"Compiles and executes IDL commands from files or keyboard.";"24";"_RUN.html";"13127"
"238";".SKIP";"Skips over the next n statements and then single steps.";"24";"_SKIP.html";"5247"
"239";".STEP";"Executes one or n statements from the current position.";"24";"_STEP.html";"5237"
"240";".STEPOVER";"Executes a single statement if the statement doesn't call a routine.";"24";"_STEPOVER.html";"3944"
"241";".TRACE";"Similar to .CONTINUE, but displays each line of code before execution.";"24";"_TRACE.html";"3991"
"242";"Dot Commands";;"1";"symbols.html";"3285"
"243";"EDGE_DOG";"Applies the Difference of Gaussians filter to an image.";"29";"EDGE_DOG.html";"5525"
"244";"EFONT";"Interactive vector font editor and display tool.";"26";"EFONT.html";"4533"
"245";"EIGENQL";"Computes eigenvalues and eigenvectors of a real, symmetric array.";"49";"EIGENQL.html";"5890"
"246";"EIGENVEC";"Computes eigenvectors of a real, non-symmetric array.";"49";"EIGENVEC.html";"5577"
"247";"ELLIPSE";"Adds an ellipse annotation to an existing graphic.";"27";"ELLIPSE.html";"11163"
"248";"ELMHES";"Reduces nonsymmetric array to upper Hessenberg form.";"49";"ELMHES.html";"3921"
"249";"EMBOSS";"Generates an array containing difference values that represent edges in the original image.";"29";"EMBOSS.html";"6549"
"250";"EMPTY Procedure";"Empties the graphics output buffer.";"22";"EMPTY_Procedure.html";"4636"
"251";"ENABLE_SYSRTN";"Enables/disables IDL system routines.";"76";"ENABLE_SYSRTN.html";"3484"
"252";"EOF";"Tests the specified file for the end-of-file condition.";"40";"EOF.html";"10324"
"253";"EOS Routines";"HDF-EOS (Hierarchical Data Format-Earth Observing System) routines.";"138";"EOS_Routines.html";"2515"
"254";"ERASE Procedure";"Erases the screen of the current graphics device, or starts a new page if the device is a printer.";"22";"ERASE_Procedure.html";"8645"
"255";"ERF";"Returns the value of an error function.";"61";"ERF.html";"8193"
"256";"ERFC";"Returns the value of a complementary error function.";"61";"ERFC.html";"6034"
"257";"ERFCX";"Returns the value of a scaled complementary error function.";"61";"ERFCX.html";"4213"
"258";"ERODE";"Implements the erosion operator on binary and grayscale images and vectors.";"29";"ERODE.html";"7236"
"259";"ERRORPLOT";"Draws a line plot, with error bars surrounding each vertex.";"27";"ERRORPLOT.html";"29515"
"260";"ERRPLOT Procedure";"Plots error bars over a previously drawn plot.";"22";"ERRPLOT_Procedure.html";"16221"
"261";"ESTIMATOR_FILTER";"Applies an order statistic noise-reduction filter to a one-channel image.";"29";"ESTIMATOR_FILTER.html";"5018"
